sZip,sState,WeekNumber,Consolidated_data,Weight,Charge,# Shipments
N8W0A7,ON,19,ONL3R4H9,329,$408.65 ,2
N8W0A7,ON,23,ONL3R4H9,1129,$348.17 ,2
N8W0A7,ON,28,ONL3R4H9,712,$413.25 ,2
N8W0A7,ON,42,ONK7L2V7,1390,$424.58 ,2
75006,TX,41,KY41048,1980,$711.27 ,2
75006,TX,46,KY41048,1245,$474.82 ,2
28273,NC,27,KY41048,1394,$387.40 ,2
28273,NC,35,KY41048,4775,$880.55 ,2
28273,NC,40,KY41048,5467,$814.16 ,2
28273,NC,48,KY41048,5016,$913.59 ,2
N8W0A7,ON,37,ONL3R4H9,250,$347.37 ,2
N8W0A7,ON,39,ONL3R4H9,794,$404.52 ,2
N8W0A7,ON,42,ONL3R4H9,560,$402.32 ,2
N8W0A7,ON,44,ONL3R4H9,1555,$517.61 ,2
N8W0A7,ON,46,ONL3R4H9,1021,$500.20 ,2
N8W0A7,ON,1,ONL3R9X4,1965,$509.50 ,2
N8W0A7,ON,3,ONL3R9X4,341,$412.98 ,2
N8W0A7,ON,25,ONL3R9X4,676,$466.61 ,2
N8W0A7,ON,29,ONL3R9X4,516,$413.50 ,2
N8W0A7,ON,30,ONL3R9X4,3238,$879.00 ,2
55306,MN,37,KY41048,585,$368.40 ,2
55306,MN,41,KY41048,1656,$635.53 ,2
N8W0A7,ON,42,ONL3R9X4,213,$284.71 ,2
N8W0A7,ON,2,ONL3S3J1,352,$420.54 ,2
N8W0A7,ON,4,ONL3S3J1,429,$353.51 ,2
N8W0A7,ON,10,ONL3S3J1,307,$356.87 ,2
N8W0A7,ON,15,ONL3S3J1,483,$416.14 ,2
7073,NJ,22,KY41048,2095,$440.45 ,2
92880,CA,48,KY41048,848,$801.63 ,2
55306,MN,47,KY41048,2260,$555.76 ,2
75006,TX,4,KY41048,3385,"$1,070.09 ",2
75006,TX,5,KY41048,9155,"$1,925.48 ",2
75006,TX,19,KY41048,4465,"$1,269.26 ",2
75006,TX,20,KY41048,450,$263.62 ,2
75006,TX,27,KY41048,6095,"$1,715.98 ",2
75006,TX,32,KY41048,2925,$868.72 ,2
N8W0A7,ON,46,ONL4L8A3,787,$400.04 ,2
N8W0A7,ON,25,ONL3S3J1,774,$403.71 ,2
N8W0A7,ON,34,ONL3S3J1,340,$287.85 ,2
60639,IL,6,KY41048,1240,$387.98 ,2
60639,IL,13,KY41048,900,$308.53 ,2
18020,PA,30,KY41048,1036,$340.56 ,2
18020,PA,31,KY41048,1216,$375.01 ,2
18020,PA,41,KY41048,1180,$474.50 ,2
18020,PA,43,KY41048,1974,$836.32 ,2
18020,PA,51,KY41048,1771,$739.54 ,2
19061,PA,6,GA30102,640,$727.64 ,2
19061,PA,43,GA30102,2440,"$1,626.60 ",2
19061,PA,37,KY41048,2306,"$1,379.54 ",2
19061,PA,28,MO63146,638,$864.84 ,2
55306,MN,5,KY41048,3320,$884.51 ,2
55306,MN,6,KY41048,515,$286.93 ,2
N8W0A7,ON,40,ONL3S3J1,270,$347.53 ,2
N8W0A7,ON,44,ONL3S3J1,368,$281.02 ,2
N8W0A7,ON,14,ONL4H2Y7,976,"$1,052.62 ",2
N8W0A7,ON,43,ONL4H2Y7,470,$403.02 ,2
N8W0A7,ON,42,ONL4K2Y8,248,$343.53 ,2
N8W0A7,ON,12,ONL4K5B1,646,$415.03 ,2
N8W0A7,ON,22,ONL4L8A3,299,$347.33 ,2
55306,MN,42,KY41048,845,$273.34 ,2
55306,MN,43,KY41048,1810,$476.37 ,2
38133,TN,48,KY41048,3716,$674.95 ,2
60106,IL,22,KY41048,1878,$486.73 ,2
60106,IL,26,KY41048,3663,$605.82 ,2
18020,PA,3,KY41048,1599,$611.95 ,2
18020,PA,4,KY41048,1571,$575.73 ,2
18020,PA,16,KY41048,3206,$649.88 ,2
N8W0A7,ON,38,ONL4L8A3,317,$390.53 ,2
N8W0A7,ON,29,ONM2R3T4,588,$413.53 ,2
N8W0A7,ON,47,ONM2R3T4,625,$399.51 ,2
N8W0A7,ON,25,ONM3B1Y8,645,$403.89 ,2
N8W0A7,ON,21,ONL4S0B8,271,$393.46 ,2
N8W0A7,ON,25,ONL4V1Y8,312,$403.88 ,2
N8W0A7,ON,26,ONL4V1Y8,749,$533.41 ,2
N8W0A7,ON,28,ONL4V1Y8,2045,$703.19 ,2
N8W0A7,ON,31,ONL4V1Y8,2310,$750.20 ,2
N8W0A7,ON,14,ONL4Z1X2,379,$416.83 ,2
N8W0A7,ON,28,ONL4Z1X2,204,$352.57 ,2
N8W0A7,ON,34,ONL5B1M5,273,$362.68 ,2
N8W0A7,ON,39,ONL5L5Y7,534,$403.51 ,2
N8W0A7,ON,16,ONL6S6H2,154,$287.58 ,2
N8W0A7,ON,22,ONL6S6H2,572,$406.33 ,2
N8W0A7,ON,34,ONL6S6H2,333,$504.06 ,2
N8W0A7,ON,48,ONL6S6H2,447,$398.34 ,2
N8W0A7,ON,23,ONM9W1L2,195,$335.46 ,2
N8W0A7,ON,50,ONM9W1L2,2130,$622.15 ,2
N8W0A7,ON,3,ONM9W1N1,509,$415.19 ,2
N8W0A7,ON,10,ONM9W5S6,408,$349.78 ,2
N8W0A7,ON,25,ONL6T5M7,955,$404.13 ,2
N8W0A7,ON,45,ONL7G0L7,445,$621.75 ,2
N8W0A7,ON,1,ONL7N3N4,576,$469.65 ,2
N8W0A7,ON,22,ONL7T0B7,136,$628.16 ,2
N8W0A7,ON,44,ONM1B2K4,596,$397.15 ,2
N8W0A7,ON,10,ONM1P2L6,1338,$418.55 ,2
N8W0A7,ON,23,ONM1P2L6,1484,$408.54 ,2
N8W0A7,ON,29,ONM1P2L6,561,$413.49 ,2
N8W0A7,ON,33,ONM1P2L6,709,$406.89 ,2
N8W0A7,ON,43,ONM1P2L6,546,$402.57 ,2
N8W0A7,ON,48,ONM1P2L6,581,$339.00 ,2
N8W0A7,ON,11,ONM1V5A2,443,$672.16 ,2
38133,TN,29,KY41048,3003,$533.39 ,2
38133,TN,31,KY41048,894,$270.04 ,2
38133,TN,37,KY41048,4838,$805.96 ,2
38133,TN,39,KY41048,2968,$520.28 ,2
38133,TN,40,KY41048,2204,$453.42 ,2
38133,TN,41,KY41048,7554,"$1,038.79 ",2
N8W0A7,ON,32,ONM9W5S6,210,$287.23 ,2
N8W0A7,ON,26,ONM3B1Y8,2277,$718.38 ,2
N8W0A7,ON,30,ONM3B1Y8,349,$347.90 ,2
N8W0A7,ON,37,ONM3B1Y8,398,$347.58 ,2
N8W0A7,ON,39,ONM3B1Y8,713,$405.29 ,2
N8W0A7,ON,40,ONM3B1Y8,608,$407.49 ,2
N8W0A7,ON,42,ONM3B1Y8,354,$403.48 ,2
N8W0A7,ON,48,ONM5B1W8,310,$397.29 ,2
N8W0A7,ON,43,ONM6B1S9,725,$403.03 ,2
N8W0A7,ON,15,ONM9W1L2,294,$353.77 ,2
38133,TN,7,KY41048,1918,$426.95 ,2
38133,TN,14,KY41048,7047,"$1,052.41 ",2
38133,TN,16,KY41048,4329,$731.38 ,2
38133,TN,17,KY41048,6737,$973.21 ,2
N8W0A7,ON,30,ONN7T6S3,507,$380.52 ,2
N8W0A7,ON,34,ONN7T6S3,456,$322.38 ,2
N8W0A7,ON,14,ONM9W5S6,186,$357.41 ,2
N8W0A7,ON,16,ONM9W5S6,590,$406.63 ,2
N8W0A7,ON,17,ONM9W5S6,678,$413.78 ,2
N8W0A7,ON,20,ONM9W5S6,349,$408.61 ,2
N8W0A7,ON,25,ONM9W5S6,632,$403.79 ,2
N8W0A7,ON,26,ONM9W5S6,340,$410.26 ,2
18020,PA,20,KY41048,906,$340.56 ,2
38133,TN,24,KY41048,5444,$974.52 ,2
38133,TN,25,KY41048,4127,$717.87 ,2
38133,TN,26,KY41048,3505,$621.00 ,2
N8W0A7,ON,29,PQG5Y3X6,345,$834.14 ,2
N8W0A7,ON,30,PQG5Y3X6,337,$939.24 ,2
N8W0A7,ON,33,ONM9W5S6,704,$407.32 ,2
N8W0A7,ON,38,ONM9W5S6,655,$403.38 ,2
N8W0A7,ON,46,ONM9W5S6,638,$341.51 ,2
N8W0A7,ON,48,ONM9W5S6,441,$340.08 ,2
N8W0A7,ON,49,ONM9W5S6,939,$394.61 ,2
N8W0A7,ON,40,ONM9W7C3,251,$347.53 ,2
N8W0A7,ON,50,ONN0G2T0,3239,"$1,412.72 ",2
N8W0A7,ON,2,ONN3E0A7,521,$429.42 ,2
N8W0A7,ON,23,ONN3H4R7,489,$416.72 ,2
38133,TN,42,KY41048,3532,$614.75 ,2
38133,TN,43,KY41048,3352,$574.10 ,2
78753,TX,33,KY41048,1080,$423.34 ,2
78753,TX,41,KY41048,1043,$432.65 ,2
78753,TX,46,KY41048,740,$603.11 ,2
N8W0A7,ON,45,PQH1E5Y7,318,$353.59 ,2
N8W0A7,ON,51,PQH1E5Y7,520,$696.70 ,2
N8W0A7,ON,28,PQH1J1A4,297,$365.23 ,2
N8W0A7,ON,11,PQH1J1X7,448,$443.97 ,2
N8W0A7,ON,31,PQH1J2V7,521,$358.71 ,2
N8W0A7,ON,35,ONN7T6S3,237,$325.92 ,2
N8W0A7,ON,47,ONN8N4Y3,884,$309.83 ,2
N8W0A7,ON,22,ONP3E3Y9,252,$840.57 ,2
N8W0A7,ON,39,ONP3E3Y9,396,$864.42 ,2
N8W0A7,ON,18,PQG1C7J8,307,$556.97 ,2
N8W0A7,ON,28,PQG1N4C2,319,$559.53 ,2
N8W0A7,ON,17,PQG1N4P4,342,$415.22 ,2
N8W0A7,ON,47,PQG2B0S6,424,$399.01 ,2
N8W0A7,ON,23,PQG2J1C8,1163,$961.56 ,2
N8W0A7,ON,22,PQG5Y3X6,593,$695.64 ,2
N8W0A7,ON,23,PQG5Y3X6,800,$799.73 ,2
N8W0A7,ON,1,PQH4S1V3,509,$450.13 ,2
N8W0A7,ON,14,PQH4S1V3,699,$443.09 ,2
N8W0A7,ON,24,PQH4S1V3,318,$429.83 ,2
N8W0A7,ON,4,PQH4T1A3,489,$439.79 ,2
N8W0A7,ON,16,PQH4T1A3,409,$359.59 ,2
N8W0A7,ON,19,PQH4T1G5,711,$522.91 ,2
N8W0A7,ON,36,PQH4T1Z8,261,$361.65 ,2
N8W0A7,ON,3,PQH4S1L5,374,$367.02 ,2
N8W0A7,ON,13,PQH4S1L5,281,$364.99 ,2
N8W0A7,ON,33,PQG5Y3X6,402,$939.87 ,2
N8W0A7,ON,10,PQG6X1L6,280,$422.82 ,2
N8W0A7,ON,22,PQH1E5Y7,240,$504.27 ,2
N8W0A7,ON,23,PQH1E5Y7,987,$651.57 ,2
N8W0A7,ON,24,PQH1E5Y7,670,$572.65 ,2
N8W0A7,ON,30,PQH1E5Y7,599,$720.40 ,2
N8W0A7,ON,32,PQH1E5Y7,759,$772.70 ,2
92801,CA,26,KY41048,3115,"$1,953.18 ",2
92801,CA,41,KY41048,4185,"$2,023.78 ",2
92801,CA,44,KY41048,2150,"$1,172.89 ",2
92801,CA,47,KY41048,4264,"$1,917.99 ",2
92801,CA,30,MBR3H0L3,520,$547.63 ,2
60502,IL,41,TX78521,2200,$987.12 ,2
60502,IL,15,WA98188,755,$938.76 ,2
78753,TX,48,FL33025,636,$433.92 ,2
78753,TX,4,KY41048,1065,$525.41 ,2
78753,TX,8,KY41048,641,$318.06 ,2
78753,TX,9,KY41048,945,$461.37 ,2
78753,TX,12,KY41048,737,$396.77 ,2
60517,IL,46,MD20735,416,$230.60 ,2
78753,TX,15,KY41048,1299,$645.12 ,2
N8W0A7,ON,29,SKS7K2K9,606,$711.72 ,2
92801,CA,39,KY41048,5347,"$2,191.63 ",2
N8W0A7,ON,49,PQH4T2A1,320,$349.10 ,2
N8W0A7,ON,4,PQH7M3L9,846,$689.76 ,2
N8W0A7,ON,37,PQH7N1A2,1178,$722.32 ,2
N8W0A7,ON,48,PQH7S2E7,386,$423.47 ,2
N8W0A7,ON,28,PQJ3V6B9,306,$365.54 ,2
N8W0A7,ON,37,PQJ4B7W1,560,$359.66 ,2
N8W0A7,ON,15,PQJ5Z3T3,166,$292.61 ,2
N8W0A7,ON,39,PQJ7N1H2,173,$430.25 ,2
N8W0A7,ON,38,PQJ7R0C3,717,$428.83 ,2
N8W0A7,ON,20,QCH3E3B3,523,$433.46 ,2
N8W0A7,ON,34,QCH4T1Z8,428,$433.25 ,2
N8W0A7,ON,16,PQH4T2A1,313,$359.56 ,2
92801,CA,36,KY41048,6125,"$2,510.44 ",2
92801,CA,35,KY41048,3600,"$1,589.79 ",2
92801,CA,31,KY41048,5870,"$2,433.10 ",2
92801,CA,30,KY41048,4610,"$1,963.68 ",2
