sCity,ShipDate,Consolidated_data,Weight,Charge,# Shipments
HEBRON,10/21/2024,MS39157,27.8,$19.00 ,2
Hayward,3/27/2024,MS39157,27.8,$27.92 ,2
Hayward,5/8/2024,MS39157,27.8,$28.06 ,2
Hayward,11/6/2024,VT58597,27.8,$28.62 ,2
Hebron,1/18/2024,CA92122,27.8,$26.64 ,2
Hebron,3/21/2024,CA93706,27.8,$26.72 ,2
Hebron,3/29/2024,CO80216,27.8,$19.84 ,2
Hebron,2/12/2024,CO80909,27.8,$32.12 ,2
Hebron,5/13/2024,FL32765,27.8,$30.82 ,2
Hebron,3/13/2024,GA30076,27.8,$18.30 ,2
Hebron,2/12/2024,GA31216,27.8,$18.24 ,2
Hebron,10/14/2024,IN46352,27.8,$27.04 ,2
Hebron,1/11/2024,KY40390,27.8,$43.30 ,2
Hebron,1/29/2024,KY40390,27.8,$43.30 ,2
Hebron,3/8/2024,KY40390,27.8,$43.46 ,2
Hebron,9/9/2024,MA2557,27.8,$51.78 ,2
Hebron,3/11/2024,MD21157,27.8,$43.46 ,2
Hebron,5/7/2024,MI48430,27.8,$30.86 ,2
Hebron,5/3/2024,MI48827,27.8,$22.68 ,2
Hebron,11/14/2024,MS39652,27.8,$27.40 ,2
Hebron,8/21/2024,MS41048,27.8,$16.20 ,2
Hebron,3/20/2024,NC28315,27.8,$31.34 ,2
Hebron,11/25/2024,NY11228,27.8,$21.68 ,2
Hebron,3/14/2024,OH44212,27.8,$18.30 ,2
Hebron,5/2/2024,OK73130,27.8,$30.66 ,2
Hebron,9/27/2024,TN37211,27.8,$16.22 ,2
Hebron,10/28/2024,TN37421,27.8,$27.04 ,2
Hebron,3/20/2024,TX75034,27.8,$18.30 ,2
Hebron,1/11/2024,WI53081,27.8,$22.66 ,2
Hebron,3/18/2024,WI54880,27.8,$18.30 ,2
KENOSHA,2/12/2024,KY41048,27.8,$20.12 ,2
Springboro,1/3/2024,KY41048,27.8,$19.08 ,2
Burnsville,10/11/2024,KY41048,27.6,$25.16 ,2
HEBRON,10/8/2024,LA70583,27.6,$32.46 ,2
HEBRON,12/12/2024,MS39157,27.6,$16.22 ,2
Hayward,2/2/2024,MS39157,27.6,$28.96 ,2
Hayward,2/29/2024,MS39157,27.6,$27.96 ,2
Hayward,4/3/2024,MS39157,27.6,$29.08 ,2
Hayward,5/2/2024,MS39157,27.6,$27.88 ,2
Hayward,10/29/2024,OH43016,27.6,$58.42 ,2
Hayward,11/6/2024,VT58597,27.6,$28.62 ,2
Hebron,12/5/2024,FL33142,27.6,$16.44 ,2
Hebron,1/18/2024,FL33612,27.6,$44.04 ,2
Hebron,2/22/2024,GA30075,27.6,$30.76 ,2
Hebron,2/12/2024,GA31216,27.6,$18.24 ,2
Hebron,9/17/2024,IL61602,27.6,$16.24 ,2
Hebron,5/14/2024,IL61615,27.6,$18.36 ,2
Hebron,3/8/2024,KS66214,27.6,$18.30 ,2
Hebron,10/3/2024,KY40241,27.6,$16.22 ,2
Hebron,11/18/2024,KY41048,27.6,$16.22 ,2
Hebron,12/10/2024,LA70583,27.6,$16.90 ,2
Hebron,1/12/2024,MI49053,27.6,$18.24 ,2
Hebron,4/5/2024,MS39157,27.6,$18.30 ,2
Hebron,5/16/2024,MS39157,27.6,$18.36 ,2
Hebron,11/14/2024,MS39652,27.6,$27.40 ,2
Hebron,2/8/2024,NC27893,27.6,$18.24 ,2
Hebron,10/15/2024,NY11205,27.6,$30.80 ,2
Hebron,3/5/2024,OH44145,27.6,$18.30 ,2
Hebron,10/31/2024,OH44145,27.6,$75.22 ,2
Hebron,1/29/2024,OH44601,27.6,$18.24 ,2
Hebron,12/12/2024,PA18011,27.6,$16.22 ,2
Hebron,11/18/2024,SC29640,27.6,$16.22 ,2
Hebron,1/16/2024,SC29650,27.6,$18.24 ,2
Hebron,12/12/2024,TX75261,27.6,$16.44 ,2
Hebron,1/8/2024,TX76092,27.6,$18.24 ,2
KENOSHA,2/5/2024,MN55344,27.6,$18.24 ,2
KENOSHA,3/11/2024,MN55344,27.6,$18.30 ,2
Phoenix,3/22/2024,KY41048,27.6,$24.62 ,2
ANAHEIM,9/26/2024,IL60185,27.4,$39.66 ,2
AUSTIN,3/4/2024,IL60706,27.4,$18.60 ,2
Eastvale,12/14/2024,KY41048,27.4,$34.26 ,2
GREENVILLE,3/14/2024,KY41048,27.4,$18.30 ,2
HEBRON,3/7/2024,IL60534,27.4,$18.30 ,2
HEBRON,9/10/2024,MN55344,27.4,$23.66 ,2
Hayward,11/27/2024,KY41048,27.4,$23.56 ,2
Hayward,5/8/2024,LA70583,27.4,$26.48 ,2
Hebron,2/22/2024,AL36024,27.4,$23.80 ,2
Hebron,3/26/2024,AR72206,27.4,$18.30 ,2
Hebron,3/21/2024,CA93706,27.4,$26.72 ,2
Hebron,5/16/2024,FL33487,27.4,$18.36 ,2
Hebron,10/31/2024,GA30294,27.4,$28.42 ,2
Hebron,3/8/2024,IN46149,27.4,$22.72 ,2
Hebron,11/25/2024,KS66062,27.4,$16.22 ,2
Hebron,10/3/2024,KY40241,27.4,$16.22 ,2
Hebron,5/14/2024,MN55901,27.4,$18.36 ,2
Hebron,10/24/2024,NJ83603,27.4,$28.42 ,2
Hebron,4/4/2024,NY10001,27.4,$22.72 ,2
Hebron,1/8/2024,OH44028,27.4,$18.24 ,2
Hebron,3/7/2024,OR97035,27.4,$34.96 ,2
Hebron,4/2/2024,TN37922,27.4,$30.72 ,2
Hebron,12/12/2024,TN37922,27.4,$21.68 ,2
Hillsboro,1/8/2024,AZ85226,27.4,$20.64 ,2
KENOSHA,5/8/2024,KY41048,27.4,$18.38 ,2
KENOSHA,9/23/2024,MN55344,27.4,$16.22 ,2
Mt. Pleasant,12/3/2024,AR72908,27.4,$17.18 ,2
Orlando,2/5/2024,CA92805,27.4,$34.62 ,2
Orlando,2/13/2024,IL60018,27.4,$20.88 ,2
"SOUTH PLAINFIELD,",1/3/2024,NJ78743,27.4,$28.60 ,2
ANAHEIM,2/2/2024,MN56377,27.2,$31.20 ,2
ANAHEIM,2/21/2024,MN56377,27.2,$42.36 ,2
HEBRON,3/7/2024,IL60534,27.2,$18.30 ,2
HEBRON,10/9/2024,NY10010,27.2,$38.80 ,2
HEBRON,5/6/2024,OH44145,27.2,$83.40 ,2
Hayward,10/18/2024,CA92683,27.2,$29.70 ,2
Hayward,11/27/2024,KY41048,27.2,$23.56 ,2
Hebron,10/31/2024,CA91744,27.2,$47.86 ,2
Hebron,3/25/2024,CA94103,27.2,$26.72 ,2
Hebron,12/12/2024,GA30346,27.2,$16.22 ,2
Hebron,3/8/2024,IL62901,27.2,$18.30 ,2
Hebron,1/17/2024,IN46241,27.2,$18.24 ,2
Hebron,11/25/2024,KS66062,27.2,$16.22 ,2
Hebron,3/12/2024,MA18432,27.2,$18.30 ,2
Hebron,2/28/2024,MI48076,27.2,$18.32 ,2
Hebron,9/24/2024,MI48076,27.2,$16.22 ,2
Hebron,1/4/2024,MN55344,27.2,$25.80 ,2
Hebron,3/4/2024,MN55344,27.2,$25.86 ,2
Hebron,11/27/2024,MN55344,27.2,$16.22 ,2
Hebron,12/17/2024,MN55344,27.2,$16.22 ,2
Hebron,3/26/2024,MN55374,27.2,$18.30 ,2
Hebron,9/12/2024,MN55379,27.2,$16.24 ,2
Hebron,1/22/2024,MO63044,27.2,$18.24 ,2
Hebron,10/4/2024,NY10010,27.2,$26.64 ,2
Hebron,5/9/2024,NY10710,27.2,$18.38 ,2
Hebron,4/12/2024,NY11205,27.2,$18.26 ,2
Hebron,10/15/2024,NY11205,27.2,$30.80 ,2
Hebron,3/19/2024,NY14580,27.2,$18.30 ,2
Hebron,3/1/2024,OH44145,27.2,$84.52 ,2
Hebron,3/26/2024,OH44145,27.2,$18.30 ,2
Hebron,10/3/2024,OH44145,27.2,$53.08 ,2
Hebron,2/28/2024,OH45750,27.2,$18.32 ,2
Hebron,3/28/2024,OK73179,27.2,$20.04 ,2
Hebron,4/17/2024,PA15201,27.2,$18.30 ,2
Hebron,11/25/2024,TN37206,27.2,$16.22 ,2
Hebron,9/27/2024,TN37211,27.2,$16.22 ,2
Hebron,12/13/2024,TN37919,27.2,$16.68 ,2
Hebron,4/2/2024,TN37922,27.2,$30.72 ,2
Hebron,4/4/2024,TN37922,27.2,$30.72 ,2
Hebron,4/8/2024,TN37922,27.2,$30.66 ,2
Hebron,12/18/2024,TN37922,27.2,$21.68 ,2
Hebron,1/30/2024,TX75835,27.2,$23.70 ,2
Hebron,11/5/2024,TX76053,27.2,$16.24 ,2
Hebron,10/25/2024,VA24012,27.2,$27.04 ,2
KENOSHA,2/12/2024,MN55344,27.2,$18.24 ,2
Orlando,2/13/2024,IL60018,27.2,$20.88 ,2
Orlando,2/13/2024,IL60018,27.2,$21.86 ,2
Phoenix,5/2/2024,KY41048,27.2,$24.58 ,2
ANAHEIM,2/2/2024,MN56377,27,$31.20 ,2
ANAHEIM,2/21/2024,MN56377,27,$42.36 ,2
HEBRON,3/22/2024,NY10466,27,$18.30 ,2
HEBRON,5/6/2024,OH44145,27,$83.40 ,2
HEBRON,11/21/2024,TN38118,27,$16.22 ,2
HEBRON,11/8/2024,VA23320,27,$16.24 ,2
Hebron,10/16/2024,AR72401,27,$28.42 ,2
