sCity,ShipDate,Consolidated_data,Weight,Charge,# Shipments
Hebron,12/13/2024,OK74107,58,$81.10 ,10
HEBRON,12/9/2024,CA92376,57,$85.60 ,10
Hebron,12/5/2024,GA30024,56.5,$108.40 ,10
Hebron,9/16/2024,DE19720,56,$81.20 ,10
Hebron,9/13/2024,IL61550,56,$81.20 ,10
Mt. Pleasant,9/4/2024,KY41048,56,$81.30 ,10
Hebron,12/5/2024,GA30024,55,$108.40 ,10
Hebron,10/16/2024,GA31833,55,$105.00 ,10
Hebron,11/12/2024,TX78521,55,$114.80 ,10
Hebron,11/19/2024,AZ85215,54,$81.10 ,10
Hebron,9/25/2024,KY41042,54,$61.40 ,10
Hebron,3/7/2024,CA92806,52,$91.50 ,10
Hebron,10/28/2024,IL60084,52,$48.20 ,10
HEBRON,2/22/2024,CA90280,51,$91.60 ,10
Hebron,11/25/2024,IL60133,48,$81.10 ,10
Hebron,11/25/2024,IL60639,48,$81.10 ,10
Hebron,1/4/2024,NC28310,41,$91.30 ,10
Hebron,3/8/2024,TX75126,35,$113.60 ,10
Hebron,1/26/2024,GA30004,30,$91.20 ,10
Hebron,3/20/2024,IL61602,19,$64.40 ,10
Hebron,10/29/2024,CT64846,8.5,$124.20 ,10
Hebron,9/30/2024,FL33194,0.5,$457.10 ,10
Hebron,9/3/2024,GA30144,483.3,$329.49 ,9
Hebron,11/7/2024,CA92841,361.71,$236.70 ,9
Hebron,10/31/2024,IL60005,339.3,$197.82 ,9
CYPRESS,1/5/2024,KY41048,261,$200.70 ,9
Hebron,1/25/2024,TX77043,256.5,$144.99 ,9
Jacksonville,1/31/2024,KY41048,225,$110.52 ,9
Hebron,1/3/2024,CA91320,216.9,$233.64 ,9
Hebron,2/5/2024,CA91320,216.9,$233.10 ,9
HEBRON,3/19/2024,CA91320,215.1,$228.78 ,9
Hebron,4/4/2024,NJ70941,212.4,$88.11 ,9
Hebron,12/16/2024,MD21811,211.5,$99.99 ,9
Hebron,10/2/2024,NJ71103,208.8,$81.90 ,9
Hebron,9/11/2024,TX76137,201.6,$91.17 ,9
Hebron,9/6/2024,FL34103,200.7,$135.00 ,9
HEBRON,12/13/2024,PQH4P0C9,198,$553.68 ,9
Hebron,1/10/2024,TX78852,192.6,$173.88 ,9
Hebron,4/12/2024,CA92841,189.9,$157.05 ,9
Hebron,11/18/2024,FL33126,187.2,$134.64 ,9
Hebron,12/3/2024,TX77012,187.2,$92.52 ,9
Hebron,4/17/2024,NY11757,181.8,$82.35 ,9
Hebron,5/14/2024,CA92841,180.9,$151.11 ,9
Hebron,3/1/2024,TN37919,177.3,$140.85 ,9
Hebron,1/25/2024,IN46204,170.1,$87.03 ,9
Hebron,5/15/2024,OH44113,164.7,$82.62 ,9
FREMONT,3/7/2024,KY41048,162,$141.66 ,9
KNOXVILLE,5/9/2024,KY42101,162,$121.14 ,9
Hebron,2/5/2024,CA93721,152.1,$130.95 ,9
Hebron,1/29/2024,OH44601,152.1,$82.08 ,9
Hebron,9/11/2024,TX79401,152.1,$76.05 ,9
Hebron,10/7/2024,MO64030,151.2,$106.92 ,9
Hebron,5/15/2024,SC29730,149.4,$116.73 ,9
HEBRON,12/11/2024,NC28659,143.1,$86.58 ,9
Hebron,3/4/2024,VA23111,138.6,$82.35 ,9
ANAHEIM,9/20/2024,OH44646,135,$202.86 ,9
Hebron,3/27/2024,NJ70653,135,$82.35 ,9
Hebron,3/11/2024,PA18015,135,$88.56 ,9
Hebron,3/4/2024,VA23111,135,$82.35 ,9
San Diego,10/29/2024,CA90502,135,$93.78 ,9
Hebron,4/2/2024,TX79927,133.2,$94.23 ,9
Hebron,2/12/2024,GA31408,132.3,$82.08 ,9
Hebron,9/10/2024,IL60642,132.3,$216.45 ,9
HUNTINGTON BEACH,1/18/2024,TX76177,130.5,$93.87 ,9
Boothwyn,2/16/2024,KY41048,129.6,$96.57 ,9
Hebron,12/30/2024,KY40209,127.8,$70.11 ,9
Hebron,4/16/2024,GA30322,126,$82.35 ,9
Hebron,1/2/2024,NJ74011,126,$82.17 ,9
Hebron,3/26/2024,TX76301,126,$82.35 ,9
MORRISTOWN,11/4/2024,KY41048,126,$127.17 ,9
South Plainfield,1/2/2024,GA30350,126,$137.25 ,9
"SOUTH PLAINFIELD,",3/25/2024,SC29730,125.1,$128.97 ,9
Hebron,9/5/2024,MI48084,117.9,$73.17 ,9
Hebron,5/1/2024,CA90703,117,$120.06 ,9
Hebron,3/6/2024,CA90703,116.1,$120.24 ,9
Hebron,4/1/2024,CA90703,116.1,$120.24 ,9
Hebron,4/5/2024,FL33483,116.1,$138.24 ,9
Hebron,2/14/2024,NC28607,116.1,$135.90 ,9
Hebron,2/19/2024,CA90703,115.2,$120.42 ,9
Hebron,3/6/2024,CA90703,115.2,$120.24 ,9
Hebron,11/7/2024,IL61462,115.2,$90.09 ,9
Hebron,11/7/2024,IL61462,114.3,$90.09 ,9
Hebron,12/17/2024,OK73018,112.5,$86.58 ,9
"SOUTH PLAINFIELD,",2/26/2024,CA90021,111.6,$204.03 ,9
Hebron,2/23/2024,CA91304,110.7,$110.79 ,9
Hebron,1/9/2024,CT60293,108.9,$94.14 ,9
Hebron,11/13/2024,MN55416,108.9,$72.99 ,9
FREMONT,3/7/2024,KY41048,108,$105.75 ,9
Hebron,3/28/2024,GA30004,108,$82.35 ,9
Hebron,12/13/2024,GA30004,107.1,$72.99 ,9
Hebron,9/27/2024,NJ70732,106.2,$72.99 ,9
Hebron,3/4/2024,GA30004,105.3,$82.35 ,9
Hebron,3/13/2024,OH44113,105.3,$82.35 ,9
Hebron,12/20/2024,MN56201,102.6,$72.99 ,9
Hayward,2/9/2024,CA92620,100.8,$114.93 ,9
Hebron,5/6/2024,OH44087,100.8,$107.10 ,9
Hebron,10/2/2024,NY11548,99.9,$72.99 ,9
CHARLOTTE,12/13/2024,CA93727,99,$307.35 ,9
Hebron,3/5/2024,CA93013,99,$121.77 ,9
Hebron,4/16/2024,TX75791,99,$102.24 ,9
Hebron,9/18/2024,MS38611,97.2,$123.48 ,9
Hebron,1/22/2024,MS39428,95.4,$106.65 ,9
Hebron,5/13/2024,KS66214,94.5,$82.62 ,9
Hebron,1/9/2024,OH45409,93.6,$71.28 ,9
Hebron,4/5/2024,OH45409,92.7,$71.55 ,9
Hebron,12/18/2024,TN37013,90.9,$72.99 ,9
HEBRON,2/27/2024,KY41042,90,$71.19 ,9
HEBRON,10/31/2024,NY10022,90,$383.40 ,9
VERNON HILLS,2/23/2024,KY41048,90,$89.10 ,9
Hebron,12/6/2024,GA30024,87.75,$111.33 ,9
HEBRON,9/3/2024,CT6457,87.3,$106.56 ,9
Hebron,10/30/2024,IL60440,86.4,$87.84 ,9
Hebron,12/16/2024,IL60506,86.4,$72.99 ,9
Hebron,10/10/2024,TX78521,86.4,$84.69 ,9
Hebron,1/22/2024,IL60440,84.6,$82.08 ,9
Hebron,11/12/2024,IN46738,84.6,$61.20 ,9
Hebron,9/10/2024,CA92154,83.7,$89.10 ,9
Hebron,10/8/2024,IN46738,83.7,$48.33 ,9
Hebron,12/4/2024,GA30024,82.8,$72.99 ,9
Hebron,1/15/2024,IL60007,82.8,$116.01 ,9
Hebron,5/10/2024,IN46738,82.8,$45.00 ,9
Hebron,5/7/2024,KS66071,80.1,$102.78 ,9
Hebron,10/17/2024,NY11779,80.1,$132.30 ,9
HEBRON,3/22/2024,NC27530,79.2,$102.24 ,9
Hebron,4/5/2024,NY11356,79.2,$82.35 ,9
Hebron,4/4/2024,IL60169,76.5,$82.35 ,9
Hebron,11/20/2024,MA17523,76.5,$72.99 ,9
Hebron,12/30/2024,IL60076,75.6,$72.99 ,9
Hebron,12/16/2024,IL60642,75.6,$72.99 ,9
Hebron,2/19/2024,LA70583,73.8,$82.44 ,9
Hebron,5/13/2024,VA23139,73.8,$102.60 ,9
HOLLAND,9/26/2024,TX75062,72.9,$76.23 ,9
Hebron,12/11/2024,MO63026,72.9,$72.99 ,9
Hebron,5/1/2024,CA92154,72,$84.96 ,9
Hebron,10/30/2024,TX75093,72,$101.97 ,9
Hebron,10/7/2024,MD21237,71.1,$122.04 ,9
Hebron,11/14/2024,TN37849,71.1,$72.99 ,9
Hebron,11/20/2024,FL32835,70.2,$72.99 ,9
HEBRON,9/19/2024,IN46738,65.7,$45.63 ,9
Hebron,10/1/2024,IN46738,65.7,$73.53 ,9
Mt. Pleasant,11/6/2024,KY41048,65.7,$73.08 ,9
Hebron,12/20/2024,MI48071,64.8,$72.99 ,9
Hebron,10/23/2024,IN46738,63.9,$35.28 ,9
Hebron,12/3/2024,AR72209,60.3,$72.99 ,9
Hebron,12/4/2024,NC27407,60.3,$72.99 ,9
Hebron,5/3/2024,TN37686,59.4,$82.17 ,9
Hebron,12/4/2024,GA30024,56.7,$77.76 ,9
Hebron,12/13/2024,WA98273,55.8,$80.01 ,9
Hebron,11/18/2024,DC20001,54.9,$106.29 ,9
Hebron,12/13/2024,WA98273,54.9,$80.01 ,9
Hebron,5/8/2024,MI48187,54,$82.71 ,9
Hebron,5/9/2024,NY11742,54,$82.71 ,9
Hebron,5/8/2024,VA24210,54,$102.78 ,9
Hebron,10/2/2024,IA50322,53.1,$72.99 ,9
Hebron,2/20/2024,OH45404,53.1,$71.64 ,9
Hebron,9/13/2024,TX77032,53.1,$73.08 ,9
Hebron,10/21/2024,CA92376,49.5,$144.72 ,9
Hebron,3/8/2024,CA94105,49.5,$82.35 ,9
Hebron,5/13/2024,GA30093,47.7,$82.62 ,9
Hebron,1/26/2024,MD20878,46.8,$82.08 ,9
HEBRON,4/9/2024,NY10005,45,$130.50 ,9
West Jordan,4/5/2024,KY41048,45,$82.35 ,9
Hebron,12/10/2024,MI49507,42.75,$72.99 ,9
Hebron,11/7/2024,NY11050,42.75,$73.08 ,9
Hebron,11/12/2024,IL60133,42.3,$72.99 ,9
Hebron,2/27/2024,MA14602,41.4,$82.44 ,9
Lancaster,5/1/2024,KY41048,41.4,$85.86 ,9
Hebron,10/21/2024,FL33178,29.7,$102.51 ,9
Hebron,5/16/2024,CA93291,27,$82.62 ,9
Hebron,12/9/2024,GA30024,27,$72.99 ,9
Hebron,9/5/2024,NY11203,18.9,$73.17 ,9
Hebron,11/27/2024,GA30024,9,$97.56 ,9
HEBRON,4/9/2024,CA90220,432,"$1,417.92 ",8
Hebron,10/31/2024,NC27410,380.8,$244.00 ,8
Hebron,12/16/2024,GA30024,365.6,$120.24 ,8
Hebron,12/30/2024,WI54201,318.4,$118.16 ,8
Hebron,3/5/2024,IL61074,301.6,$142.96 ,8
Hebron,12/30/2024,CA94804,280,$195.52 ,8
Hebron,12/6/2024,OH45414,277.2,$76.08 ,8
Hebron,10/11/2024,WA99202,272,$345.76 ,8
Hebron,5/15/2024,IL61602,235.2,$95.04 ,8
Hebron,5/6/2024,OH44144,235.2,$83.76 ,8
Hebron,5/14/2024,IL61602,234.4,$95.04 ,8
Anaheim,10/11/2024,KY41048,224,$317.76 ,8
HEBRON,1/22/2024,VI3173,224,"$1,387.60 ",8
HEBRON,9/10/2024,CA94901,216,$517.36 ,8
Hebron,10/28/2024,CA94901,215.2,$306.80 ,8
TORRANCE,5/7/2024,KY41048,215.2,$176.08 ,8
Morris Plains,3/12/2024,NY12549,200,$73.20 ,8
Hebron,9/17/2024,TX75254,199.2,$87.60 ,8
HEBRON,10/29/2024,AL35209,193.6,$127.60 ,8
Hebron,4/10/2024,GA30213,187.2,$78.24 ,8
Hebron,12/6/2024,PA17004,187.2,$91.92 ,8
FREMONT,3/26/2024,KY41048,184,$145.28 ,8
Hebron,2/22/2024,FL33025,184,$87.28 ,8
Hebron,4/15/2024,TX77023,181.6,$87.12 ,8
Salt Lake City,9/30/2024,KY41048,181.6,$134.64 ,8
HEBRON,9/20/2024,NC27409,180.8,$68.72 ,8
Hebron,9/20/2024,NC27409,180,$68.72 ,8
Hebron,9/20/2024,NC27409,177.6,$68.72 ,8
Hebron,1/11/2024,CT60293,171.2,$85.84 ,8
Hebron,2/19/2024,PA18109,169.6,$78.88 ,8
Hebron,3/20/2024,IL60133,168.8,$73.20 ,8
HEBRON,10/15/2024,LA70131,168,$764.40 ,8
Hebron,11/22/2024,KY41048,163.2,$64.88 ,8
HEBRON,9/27/2024,CA90670,161.6,$124.32 ,8
Hebron,1/17/2024,MI48033,161.6,$72.96 ,8
Hebron,3/14/2024,SC29360,161.6,$90.88 ,8
Hebron,1/8/2024,CA94085,160.8,$133.44 ,8
Hebron,3/8/2024,TX78626,160.8,$83.92 ,8
HEBRON,2/6/2024,GA30096,160,$135.76 ,8
Hebron,5/1/2024,CA92614,160,$136.56 ,8
Hebron,5/6/2024,OH45417,160,$73.52 ,8
Hebron,5/1/2024,CA92614,159.2,$136.56 ,8
Hebron,4/9/2024,IL61484,157.6,$125.04 ,8
GAINESVILLE,2/22/2024,KY41048,154.4,$86.80 ,8
HEBRON,2/13/2024,AZ85282,152,$516.56 ,8
HEBRON,11/20/2024,TX78550,152,$327.68 ,8
Hebron,2/20/2024,TX79706,151.2,$115.52 ,8
Hebron,11/1/2024,GA30350,148.8,$106.32 ,8
Hebron,5/13/2024,AZ85353,141.6,$116.16 ,8
Hebron,10/4/2024,AZ85353,141.6,$102.16 ,8
Hebron,11/22/2024,AZ85353,141.6,$102.16 ,8
Hebron,1/10/2024,OH45246,140.8,$72.96 ,8
Hebron,5/1/2024,CA92653,139.2,$125.76 ,8
Hebron,1/26/2024,NY12549,138.4,$72.96 ,8
Somerset,2/9/2024,MN56031,137.6,$117.20 ,8
Hebron,5/14/2024,TX75062,135.2,$76.72 ,8
Hebron,4/12/2024,FL34232,133.6,$76.32 ,8
SAN ANTONIO,9/25/2024,KY41048,133.6,$79.44 ,8
Hebron,3/8/2024,CA91362,132.8,$166.48 ,8
Hebron,5/2/2024,SC29730,132.8,$103.20 ,8
ELGIN,12/11/2024,KY41048,132,$64.88 ,8
Knoxville,3/26/2024,KY40213,132,$76.48 ,8
BUFORD,2/21/2024,IA50111,131.2,$80.08 ,8
FRIDLEY,4/15/2024,NY14779,131.2,$102.80 ,8
"SOUTH PLAINFIELD,",10/10/2024,SC29730,131.2,$89.84 ,8
HEBRON,9/10/2024,SC29730,130.4,$94.64 ,8
Hebron,4/9/2024,MI49464,129.6,$73.04 ,8
Hebron,11/14/2024,GA30144,128.8,$64.88 ,8
PORTLAND,2/1/2024,UT84020,128.8,$79.68 ,8
Hebron,3/21/2024,IN46738,125.6,$76.16 ,8
Hebron,4/15/2024,OH45420,124.8,$67.92 ,8
Hebron,9/6/2024,CA91761,123.2,$103.28 ,8
Hebron,5/1/2024,OH44281,121.6,$73.04 ,8
Hebron,10/18/2024,IL60516,120.8,$93.60 ,8
Hebron,5/6/2024,MI48103,120.8,$73.52 ,8
Hebron,2/12/2024,TX78744,120.8,$76.24 ,8
HEBRON,4/9/2024,PQH4N1K2,119.2,$348.16 ,8
Hebron,5/15/2024,CA92653,119.2,$126.40 ,8
Hebron,1/12/2024,IN46818,119.2,$76.16 ,8
Hebron,2/19/2024,TN37211,119.2,$72.96 ,8
Hebron,10/4/2024,MI49107,117.6,$64.88 ,8
Hebron,4/2/2024,TX79927,117.6,$83.76 ,8
Hebron,2/6/2024,SC29601,116.8,$72.96 ,8
Hebron,2/15/2024,WI53014,116.8,$94.80 ,8
Hebron,12/30/2024,KY40209,114.4,$62.32 ,8
Allendale,10/3/2024,KY41048,112.8,$64.88 ,8
Orlando,2/23/2024,KY41048,112.8,$76.56 ,8
ANAHEIM,12/12/2024,SC29576,112,$147.52 ,8
HEBRON,4/4/2024,TX77043,112,$248.96 ,8
Henderson,3/18/2024,OH43040,112,$121.36 ,8
Hayward,5/8/2024,LA70583,110.4,$105.92 ,8
ANAHEIM,2/8/2024,MN56377,104,$168.56 ,8
Hebron,2/1/2024,CA90703,104,$106.56 ,8
HUNTINGTON BEACH,1/19/2024,TX78121,103.6,$92.40 ,8
Bellingham,3/5/2024,KY41048,103.2,$102.72 ,8
Hebron,10/15/2024,CT64791,103.2,$100.08 ,8
Hebron,10/22/2024,CA92653,101.6,$410.00 ,8
Hebron,12/20/2024,IL60133,100.8,$64.88 ,8
Hebron,1/8/2024,TX78570,100.8,$97.28 ,8
Hebron,4/2/2024,NY10010,99.2,$121.12 ,8
Hebron,3/20/2024,NY10010,98.4,$121.12 ,8
Hebron,1/11/2024,IL62702,96.8,$94.40 ,8
Hebron,4/2/2024,TN38152,96,$103.44 ,8
Hebron,11/27/2024,GA30004,95.2,$64.88 ,8
Hebron,1/26/2024,OH45249,95.2,$65.12 ,8
Hebron,10/1/2024,OH45249,95.2,$62.32 ,8
Hebron,3/14/2024,TX78752,95.2,$80.16 ,8
GREENVILLE,12/27/2024,IL60030,94.4,$64.88 ,8
Hebron,2/22/2024,OH44113,94.4,$73.28 ,8
Hebron,2/27/2024,TN37902,94.4,$73.28 ,8
Hebron,1/4/2024,OH45249,93.6,$73.04 ,8
COMPTON,3/12/2024,SC29640,92,$122.08 ,8
Hebron,9/6/2024,MO63390,92,$80.16 ,8
HEBRON,12/11/2024,NC28659,91.2,$76.96 ,8
Hebron,10/15/2024,IL60143,89.6,$78.08 ,8
Hebron,1/22/2024,TX77067,89.6,$72.96 ,8
Hebron,9/23/2024,CA93013,87.2,$91.92 ,8
Hebron,3/11/2024,IL60060,86.4,$73.20 ,8
Hebron,9/18/2024,MS38611,85.6,$109.76 ,8
Hebron,5/13/2024,KS66214,84.8,$73.44 ,8
Hebron,9/13/2024,NY14052,84.8,$64.96 ,8
Hebron,10/21/2024,TX76504,84.8,$100.08 ,8
Bethlehem,1/26/2024,KY41048,81.6,$72.96 ,8
Hebron,4/17/2024,NY11520,81.6,$73.20 ,8
HEBRON,1/4/2024,CA92130,80,$266.80 ,8
HEBRON,5/15/2024,DC20594,80,$115.04 ,8
HEBRON,2/8/2024,NC28217,80,$278.56 ,8
Mount Pleasant,2/29/2024,NC28601,80,$76.56 ,8
Hebron,3/18/2024,MO63026,79.2,$73.20 ,8
Hebron,11/6/2024,OH44601,77.6,$64.96 ,8
Hebron,10/4/2024,PA17601,77.6,$64.88 ,8
Hebron,10/10/2024,TX78521,77.6,$75.28 ,8
Morris Plains,10/30/2024,GA30253,77.6,$90.64 ,8
Hebron,3/5/2024,CA95670,76.8,$84.88 ,8
Hebron,1/2/2024,OH44143,76.8,$73.04 ,8
Hebron,10/16/2024,SC29715,76.8,$110.80 ,8
Hebron,2/13/2024,NC27703,76.4,$72.96 ,8
HEBRON,9/16/2024,CA92653,76,$79.20 ,8
Hebron,1/22/2024,IL60440,76,$72.96 ,8
Hebron,11/19/2024,PA18109,76,$64.88 ,8
Hebron,3/18/2024,CA92653,75.2,$84.88 ,8
Hebron,12/19/2024,CT64921,74.4,$65.04 ,8
Hebron,3/4/2024,MI49507,74.4,$73.20 ,8
Hebron,3/13/2024,AL35218,73.6,$73.20 ,8
Hebron,10/1/2024,IL60133,73.6,$64.88 ,8
Hebron,3/22/2024,MA10891,73.6,$73.20 ,8
Hebron,3/22/2024,MI48180,73.6,$73.20 ,8
Hebron,10/15/2024,IN46738,72.8,$58.16 ,8
Hebron,9/11/2024,KS66071,72.8,$77.04 ,8
Hebron,2/19/2024,WA98052,72.8,$85.04 ,8
Hebron,2/27/2024,MO63146,72,$103.60 ,8
HEBRON,1/2/2024,NY11779,71.2,$73.04 ,8
Bethlehem,10/31/2024,KY41048,70.4,$118.72 ,8
HOLLAND,9/16/2024,IL60639,70.4,$67.92 ,8
CYPRESS,2/29/2024,KY41048,69.6,$79.12 ,8
Hebron,4/9/2024,IL60062,69.6,$73.04 ,8
PLAINFIELD,10/18/2024,KY41048,68.8,$129.60 ,8
Hebron,4/4/2024,IL60169,67.2,$73.20 ,8
Hebron,9/5/2024,IA50321,66.4,$82.08 ,8
Hebron,9/25/2024,MI48114,66.4,$64.88 ,8
Hebron,10/25/2024,PA15205,66.4,$58.00 ,8
Hebron,11/12/2024,OH43062,64.8,$52.32 ,8
Hebron,11/26/2024,VA22134,64.8,$76.96 ,8
HEBRON,10/24/2024,AK99506,64,$363.68 ,8
Hebron,9/10/2024,AZ85284,64,$67.76 ,8
Hebron,3/22/2024,IL61602,64,$73.20 ,8
Hebron,12/11/2024,OH44113,64,$64.88 ,8
HEBRON,9/11/2024,GA30106,63.2,$64.96 ,8
Hebron,4/3/2024,CA92154,63.2,$75.68 ,8
Hebron,2/28/2024,NJ88226,63.2,$73.28 ,8
Hebron,9/25/2024,IL60173,62.4,$64.88 ,8
Hebron,10/17/2024,FL33991,61.6,$164.56 ,8
Hebron,11/13/2024,CO80207,60.8,$64.88 ,8
Hebron,1/8/2024,NJ70741,60.8,$72.96 ,8
Hebron,1/8/2024,NJ70741,60,$72.96 ,8
Hebron,10/30/2024,TX75093,60,$90.64 ,8
Hebron,12/4/2024,MA22153,59.2,$64.88 ,8
Hebron,2/22/2024,MI48187,58.4,$103.60 ,8
Hebron,9/26/2024,TN37013,58.4,$64.88 ,8
HEBRON,9/10/2024,IN46738,57.6,$43.28 ,8
Hebron,1/23/2024,MT59102,57.6,$103.12 ,8
Hebron,5/8/2024,CA94949,56.8,$76.08 ,8
Hebron,12/5/2024,IN46738,56.8,$64.88 ,8
Hebron,11/26/2024,CA91605,54.4,$67.52 ,8
Hebron,12/11/2024,CA95747,54.4,$71.12 ,8
Hebron,12/13/2024,FL33606,54.4,$64.88 ,8
VANDALIA,11/13/2024,IL60126,54.4,$64.88 ,8
Hebron,2/13/2024,PA15238,51.36,$72.96 ,8
Hebron,12/4/2024,GA30024,51.2,$69.12 ,8
Bethlehem,1/31/2024,KY41048,50.4,$72.96 ,8
Hebron,9/3/2024,AZ85338,50.4,$71.04 ,8
Hebron,9/3/2024,IN46738,50.4,$65.04 ,8
Hebron,9/11/2024,CA95758,49.6,$67.60 ,8
Hebron,9/4/2024,IL60421,49.6,$77.20 ,8
Hebron,11/7/2024,MI48187,49.6,$64.96 ,8
Hebron,2/22/2024,ND58075,49.6,$91.04 ,8
Hebron,5/8/2024,MI48187,48.8,$73.52 ,8
Hebron,11/7/2024,MI48187,48.8,$64.96 ,8
Hebron,5/6/2024,OK73117,48.8,$163.52 ,8
Hebron,9/5/2024,TX77384,48.8,$65.04 ,8
HEBRON,9/24/2024,MD20876,48,$188.16 ,8
HEBRON,5/14/2024,OK73114,48,$275.36 ,8
HEBRON,11/21/2024,TX75126,48,$76.96 ,8
Hebron,2/23/2024,FL33150,48,$73.28 ,8
Hebron,3/5/2024,NJ80547,48,$73.20 ,8
SAN JOSE,12/19/2024,KY41048,48,$68.48 ,8
Hebron,2/23/2024,FL33150,47.2,$73.28 ,8
Hebron,2/9/2024,OH45206,47.2,$72.96 ,8
Hebron,9/24/2024,IL60188,46.4,$64.88 ,8
Hebron,5/15/2024,OH45404,46.4,$63.84 ,8
Hebron,9/13/2024,IL61550,45.6,$64.96 ,8
Hebron,1/11/2024,MD21224,45.6,$72.96 ,8
Hebron,10/2/2024,CA90505,44.8,$65.04 ,8
Hebron,2/1/2024,CA94105,44,$72.96 ,8
Hebron,10/14/2024,FL33195,44,$117.92 ,8
Hebron,11/11/2024,IL61615,44,$64.88 ,8
Hebron,9/13/2024,GA31833,43.2,$77.04 ,8
Hebron,10/16/2024,GA31833,43.2,$84.00 ,8
Hebron,2/16/2024,NY10451,43.2,$72.96 ,8
Hebron,9/16/2024,IL61615,41.6,$64.96 ,8
KENOSHA,9/24/2024,TN37013,40.8,$64.88 ,8
Hebron,2/9/2024,FL33150,40,$72.96 ,8
Hebron,12/9/2024,MI49507,40,$64.88 ,8
KENOSHA,9/24/2024,TN37013,40,$64.88 ,8
Hebron,11/11/2024,IL60133,39.2,$64.88 ,8
Hebron,11/15/2024,CA92614,38.4,$65.04 ,8
HEBRON,5/6/2024,MS38611,36.8,$95.52 ,8
HEBRON,9/5/2024,MO63110,36,$65.04 ,8
HOLLAND,1/23/2024,TN37421,35.2,$76.24 ,8
Hebron,3/26/2024,CA90242,35.2,$122.88 ,8
Hebron,10/11/2024,NC28217,30.4,$41.92 ,8
Hebron,11/15/2024,KY40299,28.8,$64.88 ,8
Hebron,4/2/2024,TX75134,28.8,$73.20 ,8
Knoxville,9/23/2024,MI49255,28,$83.60 ,8
Hebron,9/12/2024,CA91730,21.6,$64.96 ,8
Hebron,9/17/2024,IL60173,16,$64.96 ,8
Hebron,9/5/2024,NY11203,16,$65.04 ,8
Hebron,3/20/2024,IL61602,14.4,$85.84 ,8
Hebron,12/20/2024,IL60133,8.8,$64.88 ,8
Hebron,2/29/2024,SC29483,476,"$1,180.13 ",7
HEBRON,2/13/2024,OH44017,371,$568.33 ,7
BARTLETT,10/18/2024,FL33186,343,"$3,150.56 ",7
Hebron,1/29/2024,TX75244,343,$159.81 ,7
HEBRON,12/31/2024,OH45414,280.7,$72.45 ,7
Hebron,10/10/2024,CA92335,269.85,$401.31 ,7
HEBRON,3/27/2024,NC28273,235.2,$83.58 ,7
Hebron,4/9/2024,FL33178,209.3,$95.20 ,7
Hebron,5/6/2024,OH44144,205.1,$73.29 ,7
Hebron,10/11/2024,TX75074,194.6,$163.17 ,7
Hebron,9/6/2024,AZ85283,193.2,$125.30 ,7
Hebron,2/20/2024,SC29730,186.9,$99.82 ,7
Hebron,2/7/2024,ME39091,178.5,$112.77 ,7
Hebron,4/2/2024,PA17406,175.7,$71.75 ,7
Hebron,5/16/2024,TX76155,175,$82.74 ,7
Hebron,10/7/2024,NJ74231,174.3,$122.29 ,7
Hebron,11/11/2024,TX76131,173.6,$76.58 ,7
Boothwyn,11/4/2024,KY41048,168,$140.07 ,7
Hebron,2/28/2024,GA30144,168,$68.67 ,7
Houston,10/3/2024,TX77065,168,$98.42 ,7
SAN LEANDRO,9/4/2024,KY41048,168,$125.16 ,7
Hebron,12/6/2024,PA16232,163.8,$73.57 ,7
Hebron,2/22/2024,GA31705,163.1,$68.67 ,7
Hebron,1/16/2024,NC27030,161.7,$83.79 ,7
FREMONT,11/26/2024,KY41048,161,$118.09 ,7
HEBRON,9/17/2024,AZ86045,161,$355.60 ,7
HEBRON,4/11/2024,MI48335,161,$105.63 ,7
Hebron,12/12/2024,NJ71103,160.3,$63.42 ,7
HEBRON,9/16/2024,TX77023,159.6,$70.91 ,7
Hebron,9/6/2024,FL34103,156.8,$105.00 ,7
Hebron,10/9/2024,MI49507,156.1,$104.58 ,7
HUNTINGTON BEACH,3/21/2024,MN55437,154.35,$111.37 ,7
HEBRON,1/30/2024,WI53403,154,$149.17 ,7
Hebron,1/10/2024,MD21005,149.1,$105.70 ,7
Hebron,1/30/2024,CA91789,148.4,$121.94 ,7
CYPRESS,12/13/2024,FL33186,147.35,$125.30 ,7
GREENVILLE,12/16/2024,OH44875,147,$71.05 ,7
KNOXVILLE,12/11/2024,MD21224,147,$267.61 ,7
Hebron,3/29/2024,NJ70541,146.3,$64.05 ,7
HEBRON,12/10/2024,UT84107,145.6,$102.83 ,7
Hebron,11/18/2024,FL33126,144.2,$104.72 ,7
FRIDLEY,4/16/2024,TX77073,141.4,$90.44 ,7
Hebron,1/24/2024,CA94085,141.4,$116.76 ,7
Hebron,1/8/2024,TN37203,141.4,$63.84 ,7
Hebron,2/27/2024,TX75150,141.4,$73.57 ,7
Hebron,3/8/2024,FL33178,140.7,$143.36 ,7
Hebron,5/1/2024,IA51111,140.7,$73.29 ,7
TORRANCE,9/5/2024,IL60084,140,$112.07 ,7
Eugene,3/27/2024,FL33331,138.6,$125.09 ,7
Hebron,11/25/2024,CO80011,134.4,$77.84 ,7
HEBRON,11/20/2024,TX78550,133,$333.69 ,7
Hebron,1/5/2024,OH45701,133,$79.38 ,7
Hebron,2/20/2024,TX79706,133,$101.08 ,7
